Currency,Date,Closing Price (USD),24h Open (USD),24h High (USD),24h Low (USD)
BTC,2020-01-09,8067.6063690564,8046.8029434773,8463.1834184145,7871.0354994792
BTC,2020-01-10,7808.7013638165,8046.1115292961,8046.2838824034,7755.4012267825
BTC,2020-01-11,8087.4528852359,7808.7037326474,8136.4991260981,7670.4577915925
BTC,2020-01-12,8078.9935319903,8195.4759992712,8278.6605796425,8008.905116977
BTC,2020-01-13,8149.3137171468,8080.2296143216,8188.3858023401,7959.5335219804
BTC,2020-01-14,8116.9610079465,8150.8073363647,8191.1877148195,8035.3155303557
BTC,2020-01-15,8735.1424391365,8110.5112347453,8848.9219945188,8108.9540387696
BTC,2020-01-16,8843.6757322237,8735.1484173123,8897.643792588,8558.7443773392
BTC,2020-01-17,8711.6375778988,8825.385428024,8855.5301353874,8587.5183510031
BTC,2020-01-18,8925.2990284456,8711.6373107297,9009.5337001471,8665.0115377476
BTC,2020-01-19,8939.8643002492,8925.3034863741,8971.8906323129,8803.0944350362
BTC,2020-01-20,8638.1814404614,8939.8799944275,9181.9727908014,8455.129027536
BTC,2020-01-21,8652.6837629859,8638.1827126888,8739.3538192252,8502.5703185337
BTC,2020-01-22,8708.786013433,8652.6824688107,8783.7501000075,8486.3404573779
BTC,2020-01-23,8635.0743569587,8708.8352221244,8797.7736140327,8575.1032855126
BTC,2020-01-24,8384.0887767671,8635.074107528,8665.2724059751,8277.8091268159
BTC,2020-01-25,8451.2322960209,8381.5997737175,8512.454206647,8220.8673894814
BTC,2020-01-26,8347.567505406,8451.2321285783,8458.2839929308,8256.0430665915
BTC,2020-01-27,8562.307470442,8347.5699512759,8597.9041431215,8282.3583072511
BTC,2020-01-28,8881.9623914604,8562.307388095,8982.0354404362,8554.1256336151
BTC,2020-01-29,9131.1149880642,8877.7336172999,9176.3886480302,8874.2848186197
BTC,2020-01-30,9320.9784062486,9131.1146528164,9432.6774872835,9104.8240633841
BTC,2020-01-31,9545.0779565894,9288.5226462662,9633.2510350153,9185.1813402348
BTC,2020-02-01,9388.8807518859,9548.5453758381,9558.4326133253,9198.6590414019
BTC,2020-02-02,9363.1933827575,9388.8790704776,9451.0645797253,9284.4105590399
BTC,2020-02-03,9385.2603858419,9375.2268312725,9465.4879070367,9150.5345727305
BTC,2020-02-04,9269.7070348447,9385.2597687902,9603.1055824836,9222.9464935155
BTC,2020-02-05,9177.8946372066,9286.2077761598,9349.2470579603,9072.5882144438
BTC,2020-02-06,9625.4566372011,9177.8957937954,9745.1713772974,9147.6522811203
BTC,2020-02-07,9681.3774113095,9600.4035851114,9856.4477732891,9527.1516688188
BTC,2020-02-08,9795.3440659492,9681.3776995274,9872.6160693597,9653.132962425
BTC,2020-02-09,9927.7782564213,9795.343586045,9939.6715013086,9660.3091570566
BTC,2020-02-10,10132.706499106,9900.6846345293,10175.9070114234,9888.1547646154
BTC,2020-02-11,9838.9000162764,10132.7064787693,10197.1992831582,9752.1957570763
BTC,2020-02-12,10236.6351482326,9851.6442542986,10351.4559262839,9711.3609146837
BTC,2020-02-13,10364.9262882252,10236.7932647241,10489.7798581491,10218.5228603197
BTC,2020-02-14,10218.0997373046,10364.2323800436,10516.9179252276,10097.7616888251
BTC,2020-02-15,10367.5279981077,10234.467701605,10598.0301607446,10108.1591627515
BTC,2020-02-16,9926.353690569,10367.5274787261,10397.5364799673,9810.9280724781
BTC,2020-02-17,9876.2349632052,9926.3534545451,10052.3546170894,9642.4650322727
BTC,2020-02-18,9636.6240948155,9933.9019334018,9966.09538429,9468.2926979618
BTC,2020-02-19,10189.9959829746,9636.6243453088,10272.7948244353,9615.2634207426
BTC,2020-02-20,9701.0371914987,10190.007761341,10290.3042606394,9365.7802995899
BTC,2020-02-21,9631.4849459561,9608.9319696903,9704.6926251028,9410.9214156628
BTC,2020-02-22,9670.8586543715,9631.4825593356,9770.3406915984,9579.2374087583
BTC,2020-02-23,9689.0867428481,9696.5330638773,9724.3363918137,9575.0544894763
BTC,2020-02-24,9919.5514478418,9689.0859922174,10008.5404721395,9666.5194970895
BTC,2020-02-25,9640.4695050585,9921.0485615766,10008.3784911882,9480.1859420408
BTC,2020-02-26,9392.8696287195,9640.4685621125,9679.5950897831,9251.1158336841
BTC,2020-02-27,8787.9783631624,9392.868579469,9393.8641369143,8626.9357463294
BTC,2020-02-28,8784.9953524383,8790.3368531973,8977.5855649234,8530.4963793833
BTC,2020-02-29,8778.4705108021,8818.1022690105,8904.1262180007,8459.6952608372
BTC,2020-03-01,8639.5914172977,8778.4673162913,8806.8449653776,8591.2925399615
BTC,2020-03-02,8548.9483224221,8639.5920809829,8747.7257181204,8412.7233290889
BTC,2020-03-03,8923.0443982559,8549.0459988488,8977.3332033247,8491.456294967
BTC,2020-03-04,8791.1120581303,8916.7398900879,8919.2637483471,8652.8090244274
BTC,2020-03-05,8756.9610624113,8791.112072677,8852.2566596498,8682.6845936939
BTC,2020-03-06,9078.5787771302,8756.9621160099,9172.1382578197,8745.9929560968
BTC,2020-03-07,9126.6368222216,9073.1601342024,9191.1503397165,9004.9447121357
BTC,2020-03-08,8925.2134877789,9126.8883175898,9204.6723591899,8858.6475568679
BTC,2020-03-09,8166.3138940249,8925.217517945,8925.3830385259,8163.6824715264
BTC,2020-03-10,7875.7508752183,8166.313267607,8256.1255068954,7625.18961911
BTC,2020-03-11,7959.2282742121,7939.2528230561,8159.1579194117,7745.1520785995
BTC,2020-03-12,7955.3062841815,7959.2336539695,7984.60248779,7591.897234712
BTC,2020-03-13,5800.2089048343,7954.4400079769,7977.8436803201,5568.0166896362
BTC,2020-03-14,5672.6812010316,5803.7943141679,6013.2528924193,3867.0913120448
BTC,2020-03-15,5304.149952186,5672.6511129606,5809.6402964717,5214.7743017463
BTC,2020-03-16,5355.1873735338,5304.1490746261,6115.8344783085,5076.8620925173
BTC,2020-03-17,4944.7023359837,5359.5819953221,5439.4667029544,4452.2605452255
BTC,2020-03-18,5465.582594124,4944.6925087191,5558.1292949021,4921.2031446622
BTC,2020-03-19,5363.8228532507,5465.555260981,5466.942335409,5043.0750917129
BTC,2020-03-20,6301.0634040737,5363.8162302599,6428.7804432327,5274.927111767
BTC,2020-03-21,6185.2798385235,6301.1202913009,6942.9352678443,5680.1032816327
BTC,2020-03-22,6187.0537502172,6176.205753566,6470.3547667067,5883.7541571284
BTC,2020-03-23,5884.3401334651,6187.042145894,6431.8731619281,5802.5534018084
BTC,2020-03-24,6455.4546882515,5829.352510533,6620.8582532297,5694.1982989147
BTC,2020-03-25,6784.3180114254,6455.4506497597,6863.6021964479,6406.0374386706
BTC,2020-03-26,6706.9850891337,6784.3252039507,6981.7203862999,6488.1118850734
BTC,2020-03-27,6721.4953923809,6697.9483199297,6796.0537009424,6537.856462365
BTC,2020-03-28,6682.7800491951,6718.0848719058,6865.5414242377,6597.3075835098
BTC,2020-03-29,6229.4883428258,6682.780622083,6688.0432774437,6044.4751102185
BTC,2020-03-30,5922.4898350924,6229.4933199122,6284.2724607738,5879.7775279033
BTC,2020-03-31,6483.7394455297,5879.8168356462,6615.7864800561,5858.8579348981
BTC,2020-04-01,6446.4213468415,6483.6170416022,6533.0649088302,6344.6335361166
BTC,2020-04-02,6537.3364615033,6446.4426671473,6605.4444557466,6159.5824510417
BTC,2020-04-03,6850.5587116906,6537.6869903915,7212.7251455572,6519.9348986302
BTC,2020-04-04,6776.370093566,6796.9251957499,7049.7063662037,6612.6779556242
BTC,2020-04-05,6855.9332644576,6772.0073009494,7003.1261340455,6664.6108047468
BTC,2020-04-06,6805.3622868989,6873.720047521,6908.855128041,6684.7157318651
BTC,2020-04-07,7278.2439697658,6809.0045677517,7319.9780929005,6775.1110139068
BTC,2020-04-08,7175.6674765579,7277.7042816172,7464.7322447448,7081.6392093517
BTC,2020-04-09,7367.2933984502,7175.6694181696,7424.7437205815,7155.2110526204
BTC,2020-04-10,7321.8166138877,7366.9009606414,7399.4691329835,7125.7755189952
BTC,2020-04-11,6866.3981890103,7321.8157461222,7325.3247779259,6752.5936636938
BTC,2020-04-12,6873.848495157,6872.1372659497,6949.7888750096,6777.8896942429
BTC,2020-04-13,7043.4388635241,6873.8485549066,7201.9903551464,6797.7790628043
BTC,2020-04-14,6889.8637723481,7043.4388929919,7050.7710252237,6600.7714938355
BTC,2020-04-15,6887.554907833,6889.8639781647,6991.3263967632,6772.3221319856
BTC,2020-04-16,6718.7999502834,6887.5488979254,6942.9070804085,6701.0211163339
BTC,2020-04-17,7166.5828171387,6628.9752825049,7178.7658941716,6486.5313078652
BTC,2020-04-18,7065.0823890422,7162.5272306278,7200.3172088039,6996.1491089494
BTC,2020-04-19,7277.1405855631,7065.0660857569,7301.814370888,7029.0159611769
BTC,2020-04-20,7185.87030343,7277.1406537464,7292.862985328,7066.9471850573
BTC,2020-04-21,6856.1464345446,7185.8708309939,7221.9159066607,6764.4306986679
BTC,2020-04-22,6904.4757726979,6856.1464256671,6954.0051366353,6782.2393714434
BTC,2020-04-23,7118.3887479246,6904.4762213559,7165.5200044019,6831.9479064183
BTC,2020-04-24,7562.0328317455,7118.3889150784,7725.6716992521,7037.5548449005
BTC,2020-04-25,7497.8617638281,7556.0192600486,7608.3111430331,7407.2669223098
BTC,2020-04-26,7542.3034007032,7497.8598814457,7702.0189800703,7445.6858982455
BTC,2020-04-27,7624.8537859232,7542.3031009324,7707.5942705341,7503.7701429692
BTC,2020-04-28,7776.5075425684,7624.8543379743,7798.2766558804,7621.4870822181
BTC,2020-04-29,7761.7587840758,7788.5742294836,7793.6360176131,7677.1787739545
BTC,2020-04-30,8773.1064879583,7761.7586189955,8973.0792774804,7725.5426535376
BTC,2020-05-01,8767.6726233679,8768.0471796589,9469.0784232378,8415.4747401737
BTC,2020-05-02,8853.7744840141,8767.6721431836,9073.817530476,8593.380362901
BTC,2020-05-03,8963.057557797,8850.7887561659,9037.3419273063,8780.0379253879
BTC,2020-05-04,8904.713816537,9002.3969164711,9223.3855340319,8747.4334188812
BTC,2020-05-05,8887.5058925872,8904.5593937405,8968.5322344028,8539.5111073234
BTC,2020-05-06,8978.2835871237,8887.5074730474,9112.8661506733,8784.0995901784
BTC,2020-05-07,9371.6842727917,9032.1832265712,9392.6354471211,8927.7770678731
BTC,2020-05-08,9900.678866615,9371.6799704477,9958.7339977809,9065.9210447116
BTC,2020-05-09,9917.2484143422,9903.8307542943,10062.7159146252,9732.8065476399
BTC,2020-05-10,9617.5181949278,9917.2531744633,9957.1109283117,9546.0409925606
BTC,2020-05-11,8786.655181651,9616.3770636512,9650.0186029482,8166.4921878884
BTC,2020-05-12,8608.125245038,8733.6379434978,9176.1863902424,8206.3315046888
BTC,2020-05-13,8815.2312449023,8608.1199369808,8980.6245047804,8509.5642150125
BTC,2020-05-14,9330.986484701,8823.7808313463,9416.5901827296,8802.9165603225
BTC,2020-05-15,9757.2965855933,9330.9852680521,9940.9560817515,9273.4165870495
BTC,2020-05-16,9362.6355569661,9795.2825564091,9848.1853608679,9155.515350643
BTC,2020-05-17,9418.9185505051,9362.6366461472,9583.062439468,9219.3622046505
BTC,2020-05-18,9684.7019593528,9418.913715302,9879.7120397774,9327.7638326824
BTC,2020-05-19,9723.6801504531,9673.8366316087,9933.9762248941,9523.8489924753
BTC,2020-05-20,9719.4808544776,9723.3169934073,9899.77599404,9473.7422660036
BTC,2020-05-21,9540.8865665842,9719.2544893493,9834.55781877,9332.915195977
BTC,2020-05-22,9141.150637421,9540.2089222634,9571.081814946,8806.7428387451
BTC,2020-05-23,9192.8451358053,9139.8904009519,9265.2515997115,8934.3807281482
BTC,2020-05-24,9220.0758874664,9192.8452548062,9311.8493382119,9093.8343146841
BTC,2020-05-25,9048.7151191611,9219.7460361167,9301.1793115488,8856.4708625726
BTC,2020-05-26,8905.7816045384,9048.6923718826,9051.6929603465,8645.2125479474
BTC,2020-05-27,8835.7272240409,8905.7469216755,9010.8974427745,8707.1240715533
BTC,2020-05-28,9112.9791755927,8835.7272237508,9224.7449647518,8820.5491927792
BTC,2020-05-29,9507.5246646633,9113.1778359026,9523.4574741366,9008.0584497886
BTC,2020-05-30,9425.2818691896,9507.5637917984,9621.6132306645,9335.814885905
BTC,2020-05-31,9688.324390372,9434.033791627,9732.9439791453,9334.9128323857
BTC,2020-06-01,9427.6700841394,9688.5399317488,9698.1408541243,9394.2753873132
BTC,2020-06-02,10268.5819847333,9427.2325353578,10357.7891656244,9417.354211719
BTC,2020-06-03,9516.1354430882,10268.231876664,10292.7030968576,9298.9209500344
BTC,2020-06-04,9667.0607542595,9516.3798280647,9680.2064436579,9406.9711871222
BTC,2020-06-05,9811.367094602,9667.0854019559,9875.6621271187,9472.2510484788
BTC,2020-06-06,9659.6612981892,9811.8293775976,9860.2314469319,9619.6174589658
BTC,2020-06-07,9677.0509945125,9659.0531176385,9736.2711280708,9542.7733979468
BTC,2020-06-08,9737.458558786,9677.050683736,9804.4464866884,9392.8429259367
BTC,2020-06-09,9791.9278997681,9737.4574466497,9803.5735159591,9652.3101139661
BTC,2020-06-10,9786.1420204782,9790.073884068,9870.5193874417,9610.0243540348
BTC,2020-06-11,9874.967047524,9787.914130709,9979.7155257569,9711.8595804282
BTC,2020-06-12,9260.8326409877,9875.0142135212,9962.1803308167,9108.4730458288
BTC,2020-06-13,9464.2280968215,9261.4814437625,9558.7706017956,9238.3891810973
BTC,2020-06-14,9458.6597544046,9464.0860788641,9492.8998835231,9359.8470466204
BTC,2020-06-15,9351.9537280097,9458.6597530336,9481.6974527721,9250.0324075518
BTC,2020-06-16,9441.7689955465,9351.6054773864,9498.609998889,8910.1982654435
BTC,2020-06-17,9510.6606372934,9442.0169879651,9595.2229348834,9380.7460796455
BTC,2020-06-18,9457.6270744096,9510.6412664837,9557.4684199857,9240.6460560184
BTC,2020-06-19,9398.6420936216,9457.4648370114,9480.3744873948,9276.4270939835
BTC,2020-06-20,9279.7607651662,9398.6856028871,9427.1776609648,9236.6572719404
BTC,2020-06-21,9353.0781961865,9278.4691460412,9391.0250942378,9178.3822794606
BTC,2020-06-22,9289.104491444,9353.0781871345,9412.6485046188,9278.9232260848
BTC,2020-06-23,9680.9471278957,9288.603159701,9775.102839222,9272.796157314
BTC,2020-06-24,9609.6802455253,9680.9471289833,9720.7652405271,9576.910847921
BTC,2020-06-25,9311.1363183171,9609.680245524,9678.9860797608,9206.9588946905
BTC,2020-06-26,9252.6333717662,9310.9896455256,9333.3460568584,9002.3744683154
BTC,2020-06-27,9171.7320857653,9252.6847128695,9292.2453669875,9046.2313649675
BTC,2020-06-28,9022.1537680028,9171.5540124669,9192.7682653593,8843.3177021008
BTC,2020-06-29,9101.8500573564,9022.0121258159,9190.1174784507,8949.7559742094
BTC,2020-06-30,9188.0613754617,9101.8777027488,9233.5293611412,9032.4354826268
BTC,2020-07-01,9148.4448585576,9188.0374007629,9201.6487941318,9067.1908399612
BTC,2020-07-02,9236.3167704303,9141.3482599688,9300.9989833628,9096.7786459199
BTC,2020-07-03,9097.7973663897,9240.1696284865,9267.1230218636,8957.6328010018
BTC,2020-07-04,9094.3245610188,9097.6836278241,9132.985825035,9065.858011514
BTC,2020-07-05,9124.653534398,9067.9374872454,9190.8189866829,9051.8707264143
BTC,2020-07-06,9055.4644825162,9141.0750702453,9149.7655840554,8919.7629805208
BTC,2020-07-07,9278.8056370407,9078.6141268178,9356.3274209406,9063.7276271287
BTC,2020-07-08,9244.4158145353,9344.9876259665,9374.0835326574,9216.5180479245
BTC,2020-07-09,9471.7599734203,9262.8052511081,9472.0800667072,9239.5432967104
BTC,2020-07-10,9236.1432537083,9444.7281118768,9449.9112433728,9173.165153858
BTC,2020-07-11,9243.1752591504,9239.4733507852,9260.349784693,9133.9623381373
BTC,2020-07-12,9229.85975494,9289.5800289992,9304.9625505212,9190.0326227444
BTC,2020-07-13,9286.737042085,9243.7662534181,9349.001062043,9170.7353602852
BTC,2020-07-14,9238.9937548587,9310.3950688791,9339.8069862093,9206.2919781178
BTC,2020-07-15,9260.4709801845,9241.7637243217,9279.0932219554,9125.2145235453
BTC,2020-07-16,9211.0264328947,9261.5114252243,9275.4524402921,9167.6497205035
BTC,2020-07-17,9133.7778303426,9192.6236656576,9219.4264918104,9048.0849218389
BTC,2020-07-18,9160.4105914881,9132.4547469077,9186.9617904779,9085.9776186679
BTC,2020-07-19,9176.6863901004,9159.3692809037,9212.5209440085,9130.0223005177
BTC,2020-07-20,9190.2715341962,9182.9144185743,9197.7265235545,9117.0586990983
BTC,2020-07-21,9172.5883325719,9213.3585655462,9223.0765201485,9152.2806486365
BTC,2020-07-22,9395.0644458829,9166.2982305916,9445.5793193109,9159.9725786743
BTC,2020-07-23,9530.7908853474,9399.7302384002,9551.9964118569,9313.812943823
BTC,2020-07-24,9617.3778613786,9534.1162687428,9681.9094523032,9452.7444758205
BTC,2020-07-25,9568.9747259614,9617.3894591667,9646.9571178644,9479.577350917
BTC,2020-07-26,9708.9491400965,9557.0653141715,9746.5560964971,9546.0325278773
BTC,2020-07-27,9938.9512228609,9714.6851230125,10135.8821643264,9670.416834467
BTC,2020-07-28,11187.7797269617,9940.1115733741,11394.8487535237,9930.8399598193
BTC,2020-07-29,10939.6701415471,11040.7904712931,11254.5513449472,10580.1285959048
BTC,2020-07-30,11284.4589868467,10930.4527755009,11318.0870993111,10852.8809682788
BTC,2020-07-31,11118.918412434,11118.8885842583,11180.4306350356,10847.2008450732
BTC,2020-08-01,11373.3172566418,11112.4211580953,11467.9505883319,10980.8239146191
BTC,2020-08-02,11766.7482970949,11352.7150357317,11880.7736350462,11241.9767726787
BTC,2020-08-03,11139.0983803526,11820.5129134748,12117.677084322,10658.9460782408
BTC,2020-08-04,11261.8063317402,11071.2671075218,11480.2833822028,10956.5629107227
BTC,2020-08-05,11228.0263240165,11237.224514327,11400.064190075,11045.9684181395
BTC,2020-08-06,11653.4075855619,11196.2874567594,11791.103226516,11107.1351991662
BTC,2020-08-07,11796.8173649898,11756.8948577037,11917.765041122,11581.5751327779
BTC,2020-08-08,11639.9354101265,11780.0440057381,11917.8591535984,11347.4127941763
BTC,2020-08-09,11744.9120755023,11610.9086952199,11814.9566576843,11543.347697236
BTC,2020-08-10,11673.1232375366,11770.4509749131,11802.6629274829,11536.7528578784
BTC,2020-08-11,11832.2273081293,11693.179446991,12070.4418199443,11546.9577573617
BTC,2020-08-12,11340.5823406437,11903.3334960484,11941.651803396,11137.8136766082
BTC,2020-08-13,11549.5463143706,11399.0684836049,11626.2378361915,11166.5447761747
BTC,2020-08-14,11752.1686562261,11571.1026297982,11795.4357474646,11287.6467938063
BTC,2020-08-15,11783.2834112599,11789.9595335822,11867.2829097954,11663.4114600206
BTC,2020-08-16,11895.6269498904,11782.7855891469,11987.6515538818,11714.5890244435
BTC,2020-08-17,11896.9471701861,11862.3874192118,11938.876104565,11705.4926105141
BTC,2020-08-18,12399.1118846619,11916.5802233749,12476.6970382192,11778.3037122251
BTC,2020-08-19,12071.738909085,12299.816206832,12391.8407139912,11840.3923682921
BTC,2020-08-20,11749.8295087584,11959.0293875851,12029.757987286,11589.5761997377
BTC,2020-08-21,11833.8973486966,11766.1831250181,11899.9634080996,11690.1550814447
BTC,2020-08-22,11583.1389426341,11866.284009762,11890.0316581913,11525.2612265043
BTC,2020-08-23,11674.6243539052,11539.7172880236,11694.4704937309,11393.2103252401
BTC,2020-08-24,11666.4101222366,11677.0582433558,11726.2345831963,11539.0898147759
BTC,2020-08-25,11744.0126966495,11660.3968241197,11835.3592754944,11601.7406616552
BTC,2020-08-26,11378.7260298071,11759.3613990679,11771.3353010036,11133.1687564421
BTC,2020-08-27,11458.8225964867,11334.0357287587,11546.2023922422,11265.2281386883
BTC,2020-08-28,11302.1209644988,11467.2906543538,11594.646260832,11157.0857448676
BTC,2020-08-29,11482.2256865058,11339.7480170355,11553.5391758695,11294.1859095592
BTC,2020-08-30,11515.0444306934,11540.7286407004,11586.306568912,11435.4007555714
BTC,2020-08-31,11657.0039342288,11483.1287455262,11694.6708006309,11476.0720204022
BTC,2020-09-01,11678.3732554192,11712.9726181329,11799.5294386036,11579.8832858807
BTC,2020-09-02,11964.2086724627,11661.4273392082,12070.2274056138,11544.4200320475
BTC,2020-09-03,11427.7026049712,11923.1996398265,11954.16267982,11217.4538310774
BTC,2020-09-04,10712.9206460713,11409.7263346148,11470.8070207892,10505.146810169
BTC,2020-09-05,10563.896938616,10177.7216415213,10644.2411739565,10118.7186111835
BTC,2020-09-06,10042.8548543675,10470.0266856065,10574.3073061536,9894.2253997185
BTC,2020-09-07,10207.6050029603,10174.8634317217,10355.6524945565,10014.2776608264
BTC,2020-09-08,10381.7761069335,10265.742989012,10383.1192364612,9891.7342430833
BTC,2020-09-09,10043.1964412914,10381.6768155354,10444.1711251332,9868.9379844287
BTC,2020-09-10,10268.460915747,10136.5608354675,10352.4151885305,9989.5105561014
BTC,2020-09-11,10341.0159838502,10230.6355279248,10483.5612078481,10224.0373930738
BTC,2020-09-12,10380.5395972283,10347.6612052229,10403.7556825787,10214.6697297992
